Year,Region,Sex,Age,Pop
2001,Alberta,1,Total,1545534
2001,Alberta,1,0,19092
2001,Alberta,1,1,19452
2001,Alberta,1,2,19827
2001,Alberta,1,3,19636
2001,Alberta,1,4,20366
2001,Alberta,1,5,21144
2001,Alberta,1,6,21452
2001,Alberta,1,7,21640
2001,Alberta,1,8,21845
2001,Alberta,1,9,22583
2001,Alberta,1,10,22904
2001,Alberta,1,11,23683
2001,Alberta,1,12,23153
2001,Alberta,1,13,22591
2001,Alberta,1,14,22986
2001,Alberta,1,15,23525
2001,Alberta,1,16,23563
2001,Alberta,1,17,23448
2001,Alberta,1,18,23468
2001,Alberta,1,19,23342
2001,Alberta,1,20,23665
2001,Alberta,1,21,23772
2001,Alberta,1,22,23830
2001,Alberta,1,23,23756
2001,Alberta,1,24,23977
2001,Alberta,1,25,24193
2001,Alberta,1,26,23984
2001,Alberta,1,27,23177
2001,Alberta,1,28,23239
2001,Alberta,1,29,23683
2001,Alberta,1,30,24787
2001,Alberta,1,31,24180
2001,Alberta,1,32,23294
2001,Alberta,1,33,23344
2001,Alberta,1,34,23343
2001,Alberta,1,35,24216
2001,Alberta,1,36,25954
2001,Alberta,1,37,27361
2001,Alberta,1,38,27910
2001,Alberta,1,39,27824
2001,Alberta,1,40,28319
2001,Alberta,1,41,28335
2001,Alberta,1,42,27898
2001,Alberta,1,43,27502
2001,Alberta,1,44,27054
2001,Alberta,1,45,26135
2001,Alberta,1,46,25589
2001,Alberta,1,47,24295
2001,Alberta,1,48,22846
2001,Alberta,1,49,21318
2001,Alberta,1,50,20371
2001,Alberta,1,51,19870
2001,Alberta,1,52,18913
2001,Alberta,1,53,18992
2001,Alberta,1,54,18508
2001,Alberta,1,55,15356
2001,Alberta,1,56,14374
2001,Alberta,1,57,13903
2001,Alberta,1,58,13436
2001,Alberta,1,59,12310
2001,Alberta,1,60,11774
2001,Alberta,1,61,11032
2001,Alberta,1,62,10552
2001,Alberta,1,63,10174
2001,Alberta,1,64,9764
2001,Alberta,1,65,9702
2001,Alberta,1,66,9446
2001,Alberta,1,67,9128
2001,Alberta,1,68,9003
2001,Alberta,1,69,8736
2001,Alberta,1,70,8647
2001,Alberta,1,71,8300
2001,Alberta,1,72,7619
2001,Alberta,1,73,7259
2001,Alberta,1,74,6748
2001,Alberta,1,75,6320
2001,Alberta,1,76,5732
2001,Alberta,1,77,5250
2001,Alberta,1,78,4902
2001,Alberta,1,79,4682
2001,Alberta,1,80,4253
2001,Alberta,1,81,3713
2001,Alberta,1,82,3011
2001,Alberta,1,83,2612
2001,Alberta,1,84,2276
2001,Alberta,1,85,2072
2001,Alberta,1,86,1827
2001,Alberta,1,87,1501
2001,Alberta,1,88,1199
2001,Alberta,1,89,949
2001,Alberta,1,90+,2838
2002,Alberta,1,Total,1582652
2002,Alberta,1,0,19191
2002,Alberta,1,1,19349
2002,Alberta,1,2,19738
2002,Alberta,1,3,20143
2002,Alberta,1,4,19941
2002,Alberta,1,5,20713
2002,Alberta,1,6,21504
2002,Alberta,1,7,21812
2002,Alberta,1,8,21990
2002,Alberta,1,9,22183
2002,Alberta,1,10,22927
2002,Alberta,1,11,23318
2002,Alberta,1,12,24119
2002,Alberta,1,13,23598
2002,Alberta,1,14,23050
2002,Alberta,1,15,23620
2002,Alberta,1,16,24163
2002,Alberta,1,17,24264
2002,Alberta,1,18,24208
2002,Alberta,1,19,24300
2002,Alberta,1,20,24182
2002,Alberta,1,21,24566
2002,Alberta,1,22,24779
2002,Alberta,1,23,24896
2002,Alberta,1,24,24816
2002,Alberta,1,25,24813
2002,Alberta,1,26,24914
2002,Alberta,1,27,24613
2002,Alberta,1,28,23711
2002,Alberta,1,29,23749
2002,Alberta,1,30,24174
2002,Alberta,1,31,25269
2002,Alberta,1,32,24642
2002,Alberta,1,33,23764
2002,Alberta,1,34,23795
2002,Alberta,1,35,23734
2002,Alberta,1,36,24619
2002,Alberta,1,37,26418
2002,Alberta,1,38,27873
2002,Alberta,1,39,28370
2002,Alberta,1,40,28188
2002,Alberta,1,41,28644
2002,Alberta,1,42,28607
2002,Alberta,1,43,28087
2002,Alberta,1,44,27761
2002,Alberta,1,45,27302
2002,Alberta,1,46,26427
2002,Alberta,1,47,25828
2002,Alberta,1,48,24537
2002,Alberta,1,49,22973
2002,Alberta,1,50,21429
2002,Alberta,1,51,20461
2002,Alberta,1,52,19965
2002,Alberta,1,53,18957
2002,Alberta,1,54,19031
2002,Alberta,1,55,18600
2002,Alberta,1,56,15323
2002,Alberta,1,57,14374
2002,Alberta,1,58,13893
2002,Alberta,1,59,13377
2002,Alberta,1,60,12273
2002,Alberta,1,61,11751
2002,Alberta,1,62,10994
2002,Alberta,1,63,10449
2002,Alberta,1,64,10060
2002,Alberta,1,65,9664
2002,Alberta,1,66,9564
2002,Alberta,1,67,9275
2002,Alberta,1,68,8986
2002,Alberta,1,69,8819
2002,Alberta,1,70,8572
2002,Alberta,1,71,8490
2002,Alberta,1,72,8084
2002,Alberta,1,73,7430
2002,Alberta,1,74,7041
2002,Alberta,1,75,6514
2002,Alberta,1,76,6092
2002,Alberta,1,77,5485
2002,Alberta,1,78,5046
2002,Alberta,1,79,4632
2002,Alberta,1,80,4423
2002,Alberta,1,81,4001
2002,Alberta,1,82,3456
2002,Alberta,1,83,2787
2002,Alberta,1,84,2383
2002,Alberta,1,85,2045
2002,Alberta,1,86,1839
2002,Alberta,1,87,1573
2002,Alberta,1,88,1301
2002,Alberta,1,89,1015
2002,Alberta,1,90+,3016
2003,Alberta,1,Total,1610537
2003,Alberta,1,0,20196
2003,Alberta,1,1,19437
2003,Alberta,1,2,19576
2003,Alberta,1,3,19966
2003,Alberta,1,4,20370
2003,Alberta,1,5,20153
2003,Alberta,1,6,20930
2003,Alberta,1,7,21703
2003,Alberta,1,8,22006
2003,Alberta,1,9,22212
2003,Alberta,1,10,22399
2003,Alberta,1,11,23146
2003,Alberta,1,12,23609
2003,Alberta,1,13,24439
2003,Alberta,1,14,23959
2003,Alberta,1,15,23418
2003,Alberta,1,16,24164
2003,Alberta,1,17,24705
2003,Alberta,1,18,24843
2003,Alberta,1,19,24899
2003,Alberta,1,20,24932
2003,Alberta,1,21,24866
2003,Alberta,1,22,25238
2003,Alberta,1,23,25429
2003,Alberta,1,24,25442
2003,Alberta,1,25,25253
2003,Alberta,1,26,25162
2003,Alberta,1,27,25295
2003,Alberta,1,28,24936
2003,Alberta,1,29,24026
2003,Alberta,1,30,24068
2003,Alberta,1,31,24483
2003,Alberta,1,32,25589
2003,Alberta,1,33,24914
2003,Alberta,1,34,24004
2003,Alberta,1,35,23989
2003,Alberta,1,36,23958
2003,Alberta,1,37,24878
2003,Alberta,1,38,26714
2003,Alberta,1,39,28179
2003,Alberta,1,40,28624
2003,Alberta,1,41,28337
2003,Alberta,1,42,28775
2003,Alberta,1,43,28689
2003,Alberta,1,44,28157
2003,Alberta,1,45,27829
2003,Alberta,1,46,27407
2003,Alberta,1,47,26531
2003,Alberta,1,48,25909
2003,Alberta,1,49,24615
2003,Alberta,1,50,23006
2003,Alberta,1,51,21388
2003,Alberta,1,52,20458
2003,Alberta,1,53,19969
2003,Alberta,1,54,18883
2003,Alberta,1,55,19007
2003,Alberta,1,56,18591
2003,Alberta,1,57,15188
2003,Alberta,1,58,14281
2003,Alberta,1,59,13818
2003,Alberta,1,60,13284
2003,Alberta,1,61,12180
2003,Alberta,1,62,11673
2003,Alberta,1,63,10913
2003,Alberta,1,64,10293
2003,Alberta,1,65,9887
2003,Alberta,1,66,9506
2003,Alberta,1,67,9410
2003,Alberta,1,68,9096
2003,Alberta,1,69,8799
2003,Alberta,1,70,8626
2003,Alberta,1,71,8358
2003,Alberta,1,72,8297
2003,Alberta,1,73,7845
2003,Alberta,1,74,7201
2003,Alberta,1,75,6835
2003,Alberta,1,76,6288
2003,Alberta,1,77,5862
2003,Alberta,1,78,5214
2003,Alberta,1,79,4807
2003,Alberta,1,80,4354
2003,Alberta,1,81,4162
2003,Alberta,1,82,3734
2003,Alberta,1,83,3203
2003,Alberta,1,84,2552
2003,Alberta,1,85,2157
2003,Alberta,1,86,1823
2003,Alberta,1,87,1591
2003,Alberta,1,88,1370
2003,Alberta,1,89,1120
2003,Alberta,1,90+,3150
2004,Alberta,1,Total,1639968
2004,Alberta,1,0,20985
2004,Alberta,1,1,20442
2004,Alberta,1,2,19710
2004,Alberta,1,3,19803
2004,Alberta,1,4,20184
2004,Alberta,1,5,20611
2004,Alberta,1,6,20360
2004,Alberta,1,7,21118
2004,Alberta,1,8,21872
2004,Alberta,1,9,22226
2004,Alberta,1,10,22446
2004,Alberta,1,11,22600
2004,Alberta,1,12,23370
2004,Alberta,1,13,23924
2004,Alberta,1,14,24818
2004,Alberta,1,15,24396
2004,Alberta,1,16,23829
2004,Alberta,1,17,24713
2004,Alberta,1,18,25347
2004,Alberta,1,19,25641
2004,Alberta,1,20,25683
2004,Alberta,1,21,25749
2004,Alberta,1,22,25759
2004,Alberta,1,23,26122
2004,Alberta,1,24,26143
2004,Alberta,1,25,25877
2004,Alberta,1,26,25605
2004,Alberta,1,27,25450
2004,Alberta,1,28,25507
2004,Alberta,1,29,25180
2004,Alberta,1,30,24287
2004,Alberta,1,31,24354
2004,Alberta,1,32,24783
2004,Alberta,1,33,25872
2004,Alberta,1,34,25164
2004,Alberta,1,35,24260
2004,Alberta,1,36,24253
2004,Alberta,1,37,24204
2004,Alberta,1,38,25126
2004,Alberta,1,39,27010
2004,Alberta,1,40,28481
2004,Alberta,1,41,28830
2004,Alberta,1,42,28456
2004,Alberta,1,43,28916
2004,Alberta,1,44,28743
2004,Alberta,1,45,28197
2004,Alberta,1,46,27907
2004,Alberta,1,47,27471
2004,Alberta,1,48,26677
2004,Alberta,1,49,26016
2004,Alberta,1,50,24684
2004,Alberta,1,51,23040
2004,Alberta,1,52,21376
2004,Alberta,1,53,20429
2004,Alberta,1,54,19954
2004,Alberta,1,55,18802
2004,Alberta,1,56,18937
2004,Alberta,1,57,18577
2004,Alberta,1,58,15063
2004,Alberta,1,59,14186
2004,Alberta,1,60,13746
2004,Alberta,1,61,13193
2004,Alberta,1,62,12083
2004,Alberta,1,63,11600
2004,Alberta,1,64,10792
2004,Alberta,1,65,10140
2004,Alberta,1,66,9728
2004,Alberta,1,67,9312
2004,Alberta,1,68,9235
2004,Alberta,1,69,8886
2004,Alberta,1,70,8599
2004,Alberta,1,71,8419
2004,Alberta,1,72,8163
2004,Alberta,1,73,8086
2004,Alberta,1,74,7591
2004,Alberta,1,75,6978
2004,Alberta,1,76,6608
2004,Alberta,1,77,6069
2004,Alberta,1,78,5607
2004,Alberta,1,79,4948
2004,Alberta,1,80,4561
2004,Alberta,1,81,4098
2004,Alberta,1,82,3878
2004,Alberta,1,83,3462
2004,Alberta,1,84,2961
2004,Alberta,1,85,2304
2004,Alberta,1,86,1910
2004,Alberta,1,87,1614
2004,Alberta,1,88,1362
2004,Alberta,1,89,1159
2004,Alberta,1,90+,3351
2005,Alberta,1,Total,1683040
2005,Alberta,1,0,21248
2005,Alberta,1,1,21539
2005,Alberta,1,2,20944
2005,Alberta,1,3,20213
2005,Alberta,1,4,20306
2005,Alberta,1,5,20671
2005,Alberta,1,6,21056
2005,Alberta,1,7,20782
2005,Alberta,1,8,21480
2005,Alberta,1,9,22244
2005,Alberta,1,10,22588
2005,Alberta,1,11,22816
2005,Alberta,1,12,22971
2005,Alberta,1,13,23740
2005,Alberta,1,14,24437
2005,Alberta,1,15,25420
2005,Alberta,1,16,25026
2005,Alberta,1,17,24435
2005,Alberta,1,18,25583
2005,Alberta,1,19,26344
2005,Alberta,1,20,26642
2005,Alberta,1,21,26869
2005,Alberta,1,22,27064
2005,Alberta,1,23,27105
2005,Alberta,1,24,27237
2005,Alberta,1,25,27038
2005,Alberta,1,26,26571
2005,Alberta,1,27,26323
2005,Alberta,1,28,26052
2005,Alberta,1,29,26169
2005,Alberta,1,30,25875
2005,Alberta,1,31,24874
2005,Alberta,1,32,24947
2005,Alberta,1,33,25353
2005,Alberta,1,34,26450
2005,Alberta,1,35,25717
2005,Alberta,1,36,24833
2005,Alberta,1,37,24803
2005,Alberta,1,38,24702
2005,Alberta,1,39,25641
2005,Alberta,1,40,27494
2005,Alberta,1,41,28957
2005,Alberta,1,42,29259
2005,Alberta,1,43,28698
2005,Alberta,1,44,29144
2005,Alberta,1,45,28959
2005,Alberta,1,46,28393
2005,Alberta,1,47,28089
2005,Alberta,1,48,27706
2005,Alberta,1,49,26899
2005,Alberta,1,50,26204
2005,Alberta,1,51,24843
2005,Alberta,1,52,23165
2005,Alberta,1,53,21462
2005,Alberta,1,54,20496
2005,Alberta,1,55,19990
2005,Alberta,1,56,18798
2005,Alberta,1,57,18918
2005,Alberta,1,58,18589
2005,Alberta,1,59,14981
2005,Alberta,1,60,14146
2005,Alberta,1,61,13693
2005,Alberta,1,62,13121
2005,Alberta,1,63,12011
2005,Alberta,1,64,11540
2005,Alberta,1,65,10677
2005,Alberta,1,66,10009
2005,Alberta,1,67,9567
2005,Alberta,1,68,9145
2005,Alberta,1,69,9055
2005,Alberta,1,70,8701
2005,Alberta,1,71,8433
2005,Alberta,1,72,8226
2005,Alberta,1,73,7950
2005,Alberta,1,74,7871
2005,Alberta,1,75,7366
2005,Alberta,1,76,6756
2005,Alberta,1,77,6360
2005,Alberta,1,78,5801
2005,Alberta,1,79,5352
2005,Alberta,1,80,4686
2005,Alberta,1,81,4284
2005,Alberta,1,82,3795
2005,Alberta,1,83,3600
2005,Alberta,1,84,3171
2005,Alberta,1,85,2720
2005,Alberta,1,86,2041
2005,Alberta,1,87,1669
2005,Alberta,1,88,1394
2005,Alberta,1,89,1167
2005,Alberta,1,90+,3581
2006,Alberta,1,Total,1736835
2006,Alberta,1,0,22091
2006,Alberta,1,1,21929
2006,Alberta,1,2,22107
2006,Alberta,1,3,21472
2006,Alberta,1,4,20892
2006,Alberta,1,5,20880
2006,Alberta,1,6,21203
2006,Alberta,1,7,21487
2006,Alberta,1,8,21320
2006,Alberta,1,9,21902
2006,Alberta,1,10,22630
2006,Alberta,1,11,22989
2006,Alberta,1,12,23230
2006,Alberta,1,13,23413
2006,Alberta,1,14,24173
2006,Alberta,1,15,25033
2006,Alberta,1,16,25934
2006,Alberta,1,17,25705
2006,Alberta,1,18,25333
2006,Alberta,1,19,26802
2006,Alberta,1,20,27590
2006,Alberta,1,21,28187
2006,Alberta,1,22,28737
2006,Alberta,1,23,28977
2006,Alberta,1,24,28921
2006,Alberta,1,25,28668
2006,Alberta,1,26,28246
2006,Alberta,1,27,27404
2006,Alberta,1,28,27157
2006,Alberta,1,29,26947
2006,Alberta,1,30,27059
2006,Alberta,1,31,26735
2006,Alberta,1,32,25831
2006,Alberta,1,33,25797
2006,Alberta,1,34,26226
2006,Alberta,1,35,27028
2006,Alberta,1,36,26429
2006,Alberta,1,37,25663
2006,Alberta,1,38,25493
2006,Alberta,1,39,25522
2006,Alberta,1,40,26330
2006,Alberta,1,41,28063
2006,Alberta,1,42,29451
2006,Alberta,1,43,29719
2006,Alberta,1,44,29201
2006,Alberta,1,45,29430
2006,Alberta,1,46,29241
2006,Alberta,1,47,28661
2006,Alberta,1,48,28370
2006,Alberta,1,49,27970
2006,Alberta,1,50,27250
2006,Alberta,1,51,26385
2006,Alberta,1,52,25049
2006,Alberta,1,53,23383
2006,Alberta,1,54,21635
2006,Alberta,1,55,20683
2006,Alberta,1,56,20036
2006,Alberta,1,57,18941
2006,Alberta,1,58,18885
2006,Alberta,1,59,18369
2006,Alberta,1,60,15164
2006,Alberta,1,61,14170
2006,Alberta,1,62,13687
2006,Alberta,1,63,12992
2006,Alberta,1,64,12022
2006,Alberta,1,65,11489
2006,Alberta,1,66,10595
2006,Alberta,1,67,9871
2006,Alberta,1,68,9406
2006,Alberta,1,69,9003
2006,Alberta,1,70,8858
2006,Alberta,1,71,8541
2006,Alberta,1,72,8267
2006,Alberta,1,73,8024
2006,Alberta,1,74,7769
2006,Alberta,1,75,7586
2006,Alberta,1,76,7102
2006,Alberta,1,77,6524
2006,Alberta,1,78,6071
2006,Alberta,1,79,5553
2006,Alberta,1,80,5056
2006,Alberta,1,81,4441
2006,Alberta,1,82,4028
2006,Alberta,1,83,3510
2006,Alberta,1,84,3276
2006,Alberta,1,85,2906
2006,Alberta,1,86,2481
2006,Alberta,1,87,1831
2006,Alberta,1,88,1440
2006,Alberta,1,89,1185
2006,Alberta,1,90+,3793
2007,Alberta,1,Total,1787241
2007,Alberta,1,0,24266
2007,Alberta,1,1,22270
2007,Alberta,1,2,22047
2007,Alberta,1,3,22267
2007,Alberta,1,4,21623
2007,Alberta,1,5,21097
2007,Alberta,1,6,21195
2007,Alberta,1,7,21525
2007,Alberta,1,8,21857
2007,Alberta,1,9,21676
2007,Alberta,1,10,22326
2007,Alberta,1,11,23037
2007,Alberta,1,12,23399
2007,Alberta,1,13,23613
2007,Alberta,1,14,23785
2007,Alberta,1,15,24509
2007,Alberta,1,16,25401
2007,Alberta,1,17,26315
2007,Alberta,1,18,26159
2007,Alberta,1,19,26006
2007,Alberta,1,20,27601
2007,Alberta,1,21,28846
2007,Alberta,1,22,29833
2007,Alberta,1,23,30613
2007,Alberta,1,24,30933
2007,Alberta,1,25,30614
2007,Alberta,1,26,30158
2007,Alberta,1,27,29476
2007,Alberta,1,28,28366
2007,Alberta,1,29,28053
2007,Alberta,1,30,27805
2007,Alberta,1,31,27876
2007,Alberta,1,32,27503
2007,Alberta,1,33,26575
2007,Alberta,1,34,26570
2007,Alberta,1,35,26914
2007,Alberta,1,36,27883
2007,Alberta,1,37,27119
2007,Alberta,1,38,26387
2007,Alberta,1,39,26182
2007,Alberta,1,40,26145
2007,Alberta,1,41,27019
2007,Alberta,1,42,28768
2007,Alberta,1,43,30138
2007,Alberta,1,44,30270
2007,Alberta,1,45,29725
2007,Alberta,1,46,30036
2007,Alberta,1,47,29772
2007,Alberta,1,48,29102
2007,Alberta,1,49,28767
2007,Alberta,1,50,28168
2007,Alberta,1,51,27554
2007,Alberta,1,52,26672
2007,Alberta,1,53,25181
2007,Alberta,1,54,23451
2007,Alberta,1,55,21659
2007,Alberta,1,56,20691
2007,Alberta,1,57,20000
2007,Alberta,1,58,18879
2007,Alberta,1,59,18867
2007,Alberta,1,60,18347
2007,Alberta,1,61,15078
2007,Alberta,1,62,14036
2007,Alberta,1,63,13541
2007,Alberta,1,64,12800
2007,Alberta,1,65,11819
2007,Alberta,1,66,11254
2007,Alberta,1,67,10403
2007,Alberta,1,68,9675
2007,Alberta,1,69,9191
2007,Alberta,1,70,8784
2007,Alberta,1,71,8642
2007,Alberta,1,72,8309
2007,Alberta,1,73,8026
2007,Alberta,1,74,7772
2007,Alberta,1,75,7474
2007,Alberta,1,76,7300
2007,Alberta,1,77,6837
2007,Alberta,1,78,6231
2007,Alberta,1,79,5756
2007,Alberta,1,80,5232
2007,Alberta,1,81,4724
2007,Alberta,1,82,4091
2007,Alberta,1,83,3691
2007,Alberta,1,84,3194
2007,Alberta,1,85,2949
2007,Alberta,1,86,2580
2007,Alberta,1,87,2192
2007,Alberta,1,88,1571
2007,Alberta,1,89,1226
2007,Alberta,1,90+,3972
2008,Alberta,1,Total,1829978
2008,Alberta,1,0,25301
2008,Alberta,1,1,24297
2008,Alberta,1,2,22486
2008,Alberta,1,3,22193
2008,Alberta,1,4,22428
2008,Alberta,1,5,21768
2008,Alberta,1,6,21296
2008,Alberta,1,7,21498
2008,Alberta,1,8,21787
2008,Alberta,1,9,22197
2008,Alberta,1,10,22009
2008,Alberta,1,11,22739
2008,Alberta,1,12,23391
2008,Alberta,1,13,23765
2008,Alberta,1,14,24005
2008,Alberta,1,15,24153
2008,Alberta,1,16,24860
2008,Alberta,1,17,25696
2008,Alberta,1,18,26794
2008,Alberta,1,19,26694
2008,Alberta,1,20,26606
2008,Alberta,1,21,28316
2008,Alberta,1,22,30018
2008,Alberta,1,23,31163
2008,Alberta,1,24,31960
2008,Alberta,1,25,32218
2008,Alberta,1,26,31726
2008,Alberta,1,27,31169
2008,Alberta,1,28,30282
2008,Alberta,1,29,29187
2008,Alberta,1,30,28765
2008,Alberta,1,31,28539
2008,Alberta,1,32,28589
2008,Alberta,1,33,28242
2008,Alberta,1,34,27322
2008,Alberta,1,35,27222
2008,Alberta,1,36,27565
2008,Alberta,1,37,28581
2008,Alberta,1,38,27685
2008,Alberta,1,39,26994
2008,Alberta,1,40,26664
2008,Alberta,1,41,26584
2008,Alberta,1,42,27451
2008,Alberta,1,43,29292
2008,Alberta,1,44,30583
2008,Alberta,1,45,30605
2008,Alberta,1,46,30065
2008,Alberta,1,47,30414
2008,Alberta,1,48,30144
2008,Alberta,1,49,29434
2008,Alberta,1,50,29057
2008,Alberta,1,51,28300
2008,Alberta,1,52,27676
2008,Alberta,1,53,26778
2008,Alberta,1,54,25152
2008,Alberta,1,55,23392
2008,Alberta,1,56,21533
2008,Alberta,1,57,20572
2008,Alberta,1,58,19845
2008,Alberta,1,59,18704
2008,Alberta,1,60,18713
2008,Alberta,1,61,18177
2008,Alberta,1,62,14890
2008,Alberta,1,63,13788
2008,Alberta,1,64,13310
2008,Alberta,1,65,12577
2008,Alberta,1,66,11533
2008,Alberta,1,67,10972
2008,Alberta,1,68,10161
2008,Alberta,1,69,9441
2008,Alberta,1,70,8996
2008,Alberta,1,71,8549
2008,Alberta,1,72,8424
2008,Alberta,1,73,8056
2008,Alberta,1,74,7764
2008,Alberta,1,75,7474
2008,Alberta,1,76,7151
2008,Alberta,1,77,7004
2008,Alberta,1,78,6514
2008,Alberta,1,79,5896
2008,Alberta,1,80,5427
2008,Alberta,1,81,4883
2008,Alberta,1,82,4383
2008,Alberta,1,83,3721
2008,Alberta,1,84,3351
2008,Alberta,1,85,2861
2008,Alberta,1,86,2596
2008,Alberta,1,87,2273
2008,Alberta,1,88,1919
2008,Alberta,1,89,1316
2008,Alberta,1,90+,4107
2009,Alberta,1,Total,1872056
2009,Alberta,1,0,26164
2009,Alberta,1,1,25280
2009,Alberta,1,2,24397
2009,Alberta,1,3,22720
2009,Alberta,1,4,22339
2009,Alberta,1,5,22587
2009,Alberta,1,6,21913
2009,Alberta,1,7,21500
2009,Alberta,1,8,21805
2009,Alberta,1,9,22036
2009,Alberta,1,10,22509
2009,Alberta,1,11,22335
2009,Alberta,1,12,23129
2009,Alberta,1,13,23804
2009,Alberta,1,14,24209
2009,Alberta,1,15,24435
2009,Alberta,1,16,24603
2009,Alberta,1,17,25232
2009,Alberta,1,18,26114
2009,Alberta,1,19,27474
2009,Alberta,1,20,27423
2009,Alberta,1,21,27368
2009,Alberta,1,22,29304
2009,Alberta,1,23,31296
2009,Alberta,1,24,32422
2009,Alberta,1,25,33027
2009,Alberta,1,26,33225
2009,Alberta,1,27,32581
2009,Alberta,1,28,32042
2009,Alberta,1,29,31042
2009,Alberta,1,30,29969
2009,Alberta,1,31,29553
2009,Alberta,1,32,29238
2009,Alberta,1,33,29283
2009,Alberta,1,34,28783
2009,Alberta,1,35,27830
2009,Alberta,1,36,27771
2009,Alberta,1,37,28044
2009,Alberta,1,38,29206
2009,Alberta,1,39,28177
2009,Alberta,1,40,27425
2009,Alberta,1,41,27015
2009,Alberta,1,42,26903
2009,Alberta,1,43,27909
2009,Alberta,1,44,29706
2009,Alberta,1,45,30894
2009,Alberta,1,46,30923
2009,Alberta,1,47,30333
2009,Alberta,1,48,30748
2009,Alberta,1,49,30420
2009,Alberta,1,50,29691
2009,Alberta,1,51,29233
2009,Alberta,1,52,28368
2009,Alberta,1,53,27761
2009,Alberta,1,54,26820
2009,Alberta,1,55,25147
2009,Alberta,1,56,23314
2009,Alberta,1,57,21450
2009,Alberta,1,58,20421
2009,Alberta,1,59,19690
2009,Alberta,1,60,18528
2009,Alberta,1,61,18540
2009,Alberta,1,62,18055
2009,Alberta,1,63,14666
2009,Alberta,1,64,13556
2009,Alberta,1,65,13020
2009,Alberta,1,66,12316
2009,Alberta,1,67,11227
2009,Alberta,1,68,10708
2009,Alberta,1,69,9972
2009,Alberta,1,70,9261
2009,Alberta,1,71,8802
2009,Alberta,1,72,8332
2009,Alberta,1,73,8210
2009,Alberta,1,74,7785
2009,Alberta,1,75,7522
2009,Alberta,1,76,7170
2009,Alberta,1,77,6845
2009,Alberta,1,78,6669
2009,Alberta,1,79,6212
2009,Alberta,1,80,5565
2009,Alberta,1,81,5086
2009,Alberta,1,82,4557
2009,Alberta,1,83,4028
2009,Alberta,1,84,3383
2009,Alberta,1,85,3012
2009,Alberta,1,86,2534
2009,Alberta,1,87,2277
2009,Alberta,1,88,1958
2009,Alberta,1,89,1652
2009,Alberta,1,90+,4268
2010,Alberta,1,Total,1895063
2010,Alberta,1,0,26344
2010,Alberta,1,1,26045
2010,Alberta,1,2,25331
2010,Alberta,1,3,24504
2010,Alberta,1,4,22971
2010,Alberta,1,5,22506
2010,Alberta,1,6,22777
2010,Alberta,1,7,22036
2010,Alberta,1,8,21657
2010,Alberta,1,9,22045
2010,Alberta,1,10,22252
2010,Alberta,1,11,22762
2010,Alberta,1,12,22606
2010,Alberta,1,13,23463
2010,Alberta,1,14,24142
2010,Alberta,1,15,24579
2010,Alberta,1,16,24838
2010,Alberta,1,17,24958
2010,Alberta,1,18,25658
2010,Alberta,1,19,26623
2010,Alberta,1,20,27918
2010,Alberta,1,21,27790
2010,Alberta,1,22,27764
2010,Alberta,1,23,29695
2010,Alberta,1,24,31635
2010,Alberta,1,25,32598
2010,Alberta,1,26,33131
2010,Alberta,1,27,33207
2010,Alberta,1,28,32556
2010,Alberta,1,29,32165
2010,Alberta,1,30,31171
2010,Alberta,1,31,30113
2010,Alberta,1,32,29618
2010,Alberta,1,33,29283
2010,Alberta,1,34,29310
2010,Alberta,1,35,28770
2010,Alberta,1,36,27837
2010,Alberta,1,37,27675
2010,Alberta,1,38,27995
2010,Alberta,1,39,29234
2010,Alberta,1,40,28042
2010,Alberta,1,41,27316
2010,Alberta,1,42,26885
2010,Alberta,1,43,26786
2010,Alberta,1,44,27881
2010,Alberta,1,45,29718
2010,Alberta,1,46,30954
2010,Alberta,1,47,30887
2010,Alberta,1,48,30351
2010,Alberta,1,49,30860
2010,Alberta,1,50,30507
2010,Alberta,1,51,29719
2010,Alberta,1,52,29304
2010,Alberta,1,53,28258
2010,Alberta,1,54,27713
2010,Alberta,1,55,26798
2010,Alberta,1,56,25033
2010,Alberta,1,57,23182
2010,Alberta,1,58,21259
2010,Alberta,1,59,20272
2010,Alberta,1,60,19461
2010,Alberta,1,61,18277
2010,Alberta,1,62,18323
2010,Alberta,1,63,17865
2010,Alberta,1,64,14406
2010,Alberta,1,65,13264
2010,Alberta,1,66,12704
2010,Alberta,1,67,12057
2010,Alberta,1,68,10910
2010,Alberta,1,69,10430
2010,Alberta,1,70,9748
2010,Alberta,1,71,9048
2010,Alberta,1,72,8605
2010,Alberta,1,73,8129
2010,Alberta,1,74,8001
2010,Alberta,1,75,7510
2010,Alberta,1,76,7274
2010,Alberta,1,77,6865
2010,Alberta,1,78,6537
2010,Alberta,1,79,6355
2010,Alberta,1,80,5852
2010,Alberta,1,81,5218
2010,Alberta,1,82,4736
2010,Alberta,1,83,4205
2010,Alberta,1,84,3652
2010,Alberta,1,85,3045
2010,Alberta,1,86,2713
2010,Alberta,1,87,2254
2010,Alberta,1,88,1941
2010,Alberta,1,89,1677
2010,Alberta,1,90+,4714
2011,Alberta,1,Total,1920282
2011,Alberta,1,0,26009
2011,Alberta,1,1,26167
2011,Alberta,1,2,26073
2011,Alberta,1,3,25550
2011,Alberta,1,4,24665
2011,Alberta,1,5,23564
2011,Alberta,1,6,22867
2011,Alberta,1,7,22924
2011,Alberta,1,8,22235
